chr,stat,end,covtelo
Chr5,29725000,29750000,10
Chr5,29750000,29775000,7
Chr5,29775000,29800000,6
Chr5,29800000,29825000,6
Chr5,29825000,29850000,14
Chr5,29850000,29875000,6
Chr5,29875000,29900000,8
Chr5,29900000,29925000,14
Chr5,29925000,29950000,15
Chr5,29950000,29975000,7
Chr5,29975000,30000000,6
Chr5,30000000,30025000,9
Chr5,30025000,30050000,8
Chr5,30050000,30075000,9
Chr5,30075000,30100000,8
Chr5,30100000,30125000,7
Chr5,30125000,30150000,10
Chr5,30150000,30175000,10
Chr5,30175000,30200000,6
Chr5,30200000,30225000,10
Chr5,30225000,30250000,7
Chr5,30250000,30275000,6
Chr5,30275000,30300000,9
Chr5,30300000,30325000,8
Chr5,30325000,30350000,7
Chr5,30350000,30375000,10
Chr5,30375000,30400000,7
Chr5,30400000,30425000,10
Chr5,30425000,30450000,8
Chr5,30450000,30475000,9
Chr5,30475000,30500000,5
Chr5,30500000,30525000,9
Chr5,30525000,30550000,3
Chr5,30550000,30575000,11
Chr5,30575000,30600000,5
Chr5,30600000,30625000,7
Chr5,30625000,30650000,9
Chr5,30650000,30675000,4
Chr5,30675000,30700000,7
Chr5,30700000,30725000,11
Chr5,30725000,30750000,5
Chr5,30750000,30775000,9
Chr5,30775000,30800000,7
Chr5,30800000,30825000,10
Chr5,30825000,30850000,3
Chr5,30850000,30875000,10
Chr5,30875000,30900000,8
Chr5,30900000,30925000,7
Chr5,30925000,30950000,7
Chr5,30950000,30975000,6
Chr5,30975000,31000000,7
Chr5,31000000,31025000,11
Chr5,31025000,31050000,10
Chr5,31050000,31075000,6
Chr5,31075000,31100000,5
Chr5,31100000,31125000,8
Chr5,31125000,31150000,9
Chr5,31150000,31175000,5
Chr5,31175000,31200000,9
Chr5,31200000,31225000,8
Chr5,31225000,31250000,7
Chr5,31250000,31275000,3
Chr5,31275000,31300000,6
Chr5,31300000,31325000,8
Chr5,31325000,31350000,14
Chr5,31350000,31375000,7
Chr5,31375000,31400000,4
Chr5,31400000,31425000,8
Chr5,31425000,31450000,11
Chr5,31450000,31475000,12
Chr5,31475000,31500000,5
Chr5,31500000,31525000,7
Chr5,31525000,31550000,7
Chr5,31550000,31575000,9
Chr5,31575000,31600000,9
Chr5,31600000,31625000,9
Chr5,31625000,31650000,11
Chr5,31650000,31675000,9
Chr5,31675000,31700000,15
Chr5,31700000,31725000,7
Chr5,31725000,31750000,6
Chr5,31750000,31775000,4
Chr5,31775000,31800000,10
Chr5,31800000,31825000,9
Chr5,31825000,31850000,3
Chr5,31850000,31875000,7
Chr5,31875000,31900000,5
Chr5,31900000,31925000,6
Chr5,31925000,31950000,8
Chr5,31950000,31975000,8
Chr5,31975000,32000000,8
Chr5,32000000,32025000,9
Chr5,32025000,32050000,9
Chr5,32050000,32075000,8
Chr5,32075000,32100000,7
Chr5,32100000,32125000,5
Chr5,32125000,32150000,9
Chr5,32150000,32175000,9
Chr5,32175000,32200000,7
Chr5,32200000,32225000,7
Chr5,32225000,32250000,4
Chr5,32250000,32275000,9
Chr5,32275000,32300000,7
Chr5,32300000,32325000,7
Chr5,32325000,32350000,9
Chr5,32350000,32375000,8
Chr5,32375000,32400000,9
Chr5,32400000,32425000,8
Chr5,32425000,32450000,3
Chr5,32450000,32475000,6
Chr5,32475000,32500000,12
Chr5,32500000,32525000,8
Chr5,32525000,32550000,7
Chr5,32550000,32575000,5
Chr5,32575000,32600000,7
Chr5,32600000,32625000,5
Chr5,32625000,32650000,7
Chr5,32650000,32675000,10
Chr5,32675000,32700000,6
Chr5,32700000,32725000,8
Chr5,32725000,32750000,8
Chr5,32750000,32775000,8
Chr5,32775000,32800000,10
Chr5,32800000,32825000,6
Chr5,32825000,32850000,8
Chr5,32850000,32875000,9
Chr5,32875000,32900000,4
Chr5,32900000,32925000,8
Chr5,32925000,32950000,6
Chr5,32950000,32975000,12
Chr5,32975000,33000000,10
Chr5,33000000,33025000,3
Chr5,33025000,33050000,10
Chr5,33050000,33075000,10
Chr5,33075000,33100000,6
Chr5,33100000,33125000,10
Chr5,33125000,33150000,6
Chr5,33150000,33175000,8
Chr5,33175000,33200000,8
Chr5,33200000,33225000,11
Chr5,33225000,33250000,10
Chr5,33250000,33275000,5
Chr5,33275000,33300000,7
Chr5,33300000,33325000,6
Chr5,33325000,33350000,8
Chr5,33350000,33375000,10
Chr5,33375000,33400000,5
Chr5,33400000,33425000,8
Chr5,33425000,33450000,14
Chr5,33450000,33475000,5
Chr5,33475000,33500000,6
Chr5,33500000,33525000,9
Chr5,33525000,33550000,8
Chr5,33550000,33575000,8
Chr5,33575000,33600000,14
Chr5,33600000,33625000,6
Chr5,33625000,33650000,7
Chr5,33650000,33675000,6
Chr5,33675000,33700000,14
Chr5,33700000,33725000,9
Chr5,33725000,33750000,9
Chr5,33750000,33775000,9
Chr5,33775000,33800000,8
Chr5,33800000,33825000,11
Chr5,33825000,33850000,7
Chr5,33850000,33875000,12
Chr5,33875000,33900000,10
Chr5,33900000,33925000,5
Chr5,33925000,33950000,4
Chr5,33950000,33975000,6
Chr5,33975000,34000000,10
Chr5,34000000,34025000,14
Chr5,34025000,34050000,8
Chr5,34050000,34075000,6
Chr5,34075000,34100000,6
Chr5,34100000,34125000,9
Chr5,34125000,34150000,11
Chr5,34150000,34175000,10
Chr5,34175000,34200000,6
Chr5,34200000,34225000,7
Chr5,34225000,34250000,7
Chr5,34250000,34275000,7
Chr5,34275000,34300000,8
Chr5,34300000,34325000,14
Chr5,34325000,34350000,11
Chr5,34350000,34375000,12
Chr5,34375000,34400000,6
Chr5,34400000,34425000,6
Chr5,34425000,34450000,8
Chr5,34450000,34475000,7
Chr5,34475000,34500000,12
Chr5,34500000,34525000,9
Chr5,34525000,34550000,11
Chr5,34550000,34575000,7
Chr5,34575000,34600000,9
Chr5,34600000,34625000,4
Chr5,34625000,34650000,3
Chr5,34650000,34675000,6
Chr5,34675000,34700000,8
Chr5,34700000,34725000,5
Chr5,34725000,34750000,7
Chr5,34750000,34775000,5
Chr5,34775000,34800000,8
Chr5,34800000,34825000,7
Chr5,34825000,34850000,6
Chr5,34850000,34875000,3
Chr5,34875000,34900000,4
Chr5,34900000,34925000,15
Chr5,34925000,34950000,6
Chr5,34950000,34975000,6
Chr5,34975000,35000000,8
Chr5,35000000,35025000,8
Chr5,35025000,35050000,6
Chr5,35050000,35075000,4
Chr5,35075000,35100000,5
Chr5,35100000,35125000,3
Chr5,35125000,35150000,8
Chr5,35150000,35175000,3
Chr5,35175000,35200000,8
Chr5,35200000,35225000,8
Chr5,35225000,35250000,11
Chr5,35250000,35275000,7
Chr5,35275000,35300000,7
Chr5,35300000,35325000,5
Chr5,35325000,35350000,10
Chr5,35350000,35375000,9
Chr5,35375000,35400000,12
Chr5,35400000,35425000,6
Chr5,35425000,35450000,9
Chr5,35450000,35475000,10
Chr5,35475000,35500000,8
Chr5,35500000,35525000,9
Chr5,35525000,35550000,10
Chr5,35550000,35575000,8
Chr5,35575000,35600000,8
Chr5,35600000,35625000,10
Chr5,35625000,35650000,3
Chr5,35650000,35675000,8
Chr5,35675000,35700000,8
Chr5,35700000,35725000,8
Chr5,35725000,35750000,8
Chr5,35750000,35775000,8
Chr5,35775000,35800000,5
Chr5,35800000,35825000,6
Chr5,35825000,35850000,5
Chr5,35850000,35875000,9
Chr5,35875000,35900000,5
Chr5,35900000,35925000,6
Chr5,35925000,35950000,10
Chr5,35950000,35975000,5
Chr5,35975000,36000000,7
Chr5,36000000,36025000,3
Chr5,36025000,36050000,13
Chr5,36050000,36075000,14
Chr5,36075000,36100000,8
Chr5,36100000,36125000,5
Chr5,36125000,36150000,9
Chr5,36150000,36175000,8
Chr5,36175000,36200000,7
Chr5,36200000,36225000,4
Chr5,36225000,36250000,6
Chr5,36250000,36275000,8
Chr5,36275000,36300000,5
Chr5,36300000,36325000,9
Chr5,36325000,36350000,5
Chr5,36350000,36375000,5
Chr5,36375000,36400000,4
Chr5,36400000,36425000,7
Chr5,36425000,36450000,7
Chr5,36450000,36475000,12
Chr5,36475000,36500000,8
Chr5,36500000,36525000,8
Chr5,36525000,36550000,7
Chr5,36550000,36575000,5
Chr5,36575000,36600000,9
Chr5,36600000,36625000,9
Chr5,36625000,36650000,13
Chr5,36650000,36675000,15
Chr5,36675000,36700000,8
Chr5,36700000,36725000,6
Chr5,36725000,36750000,9
Chr5,36750000,36775000,7
Chr5,36775000,36800000,14
Chr5,36800000,36825000,9
Chr5,36825000,36850000,10
Chr5,36850000,36875000,12
Chr5,36875000,36900000,8
Chr5,36900000,36925000,9
Chr5,36925000,36950000,11
Chr5,36950000,36975000,6
Chr5,36975000,37000000,6
Chr5,37000000,37025000,8
Chr5,37025000,37050000,10
Chr5,37050000,37075000,7
Chr5,37075000,37100000,9
Chr5,37100000,37125000,7
Chr5,37125000,37150000,4
Chr5,37150000,37175000,12
Chr5,37175000,37200000,12
Chr5,37200000,37225000,6
Chr5,37225000,37250000,8
Chr5,37250000,37275000,8
Chr5,37275000,37300000,8
Chr5,37300000,37325000,11
Chr5,37325000,37350000,10
Chr5,37350000,37375000,8
Chr5,37375000,37400000,6
Chr5,37400000,37425000,6
Chr5,37425000,37450000,11
Chr5,37450000,37475000,9
Chr5,37475000,37500000,12
Chr5,37500000,37525000,4
Chr5,37525000,37550000,9
Chr5,37550000,37575000,7
Chr5,37575000,37600000,5
Chr5,37600000,37625000,14
Chr5,37625000,37650000,12
Chr5,37650000,37675000,7
Chr5,37675000,37700000,5
Chr5,37700000,37725000,5
Chr5,37725000,37750000,13
Chr5,37750000,37775000,7
Chr5,37775000,37800000,10
Chr5,37800000,37825000,9
Chr5,37825000,37850000,4
Chr5,37850000,37875000,5
Chr5,37875000,37900000,7
Chr5,37900000,37925000,5
Chr5,37925000,37950000,8
Chr5,37950000,37975000,4
Chr5,37975000,38000000,8
Chr5,38000000,38025000,9
Chr5,38025000,38050000,10
Chr5,38050000,38075000,8
Chr5,38075000,38100000,9
Chr5,38100000,38125000,6
Chr5,38125000,38150000,6
Chr5,38150000,38175000,5
Chr5,38175000,38200000,9
Chr5,38200000,38225000,8
Chr5,38225000,38250000,9
Chr5,38250000,38275000,6
Chr5,38275000,38300000,11
Chr5,38300000,38325000,10
Chr5,38325000,38350000,8
Chr5,38350000,38375000,11
Chr5,38375000,38400000,9
Chr5,38400000,38425000,8
Chr5,38425000,38450000,11
Chr5,38450000,38475000,16
Chr5,38475000,38500000,7
Chr5,38500000,38525000,12
Chr5,38525000,38550000,3
Chr5,38550000,38575000,5
Chr5,38575000,38600000,9
Chr5,38600000,38625000,5
Chr5,38625000,38650000,9
Chr5,38650000,38675000,7
Chr5,38675000,38700000,6
Chr5,38700000,38725000,8
Chr5,38725000,38750000,8
Chr5,38750000,38775000,7
Chr5,38775000,38800000,6
Chr5,38800000,38825000,2
Chr5,38825000,38850000,10
Chr5,38850000,38875000,6
Chr5,38875000,38900000,8
Chr5,38900000,38925000,9
Chr5,38925000,38950000,6
Chr5,38950000,38975000,10
Chr5,38975000,39000000,5
Chr5,39000000,39025000,4
Chr5,39025000,39050000,6
Chr5,39050000,39075000,8
Chr5,39075000,39100000,5
Chr5,39100000,39125000,5
Chr5,39125000,39150000,6
Chr5,39150000,39175000,8
Chr5,39175000,39200000,6
Chr5,39200000,39225000,5
Chr5,39225000,39250000,11
Chr5,39250000,39275000,9
Chr5,39275000,39300000,7
Chr5,39300000,39325000,9
Chr5,39325000,39350000,9
Chr5,39350000,39375000,9
Chr5,39375000,39400000,9
Chr5,39400000,39425000,8
Chr5,39425000,39450000,8
Chr5,39450000,39475000,4
Chr5,39475000,39500000,6
Chr5,39500000,39525000,11
Chr5,39525000,39550000,7
Chr5,39550000,39575000,4
Chr5,39575000,39600000,10
Chr5,39600000,39625000,9
Chr5,39625000,39650000,8
Chr5,39650000,39675000,5
Chr5,39675000,39700000,12
Chr5,39700000,39725000,7
Chr5,39725000,39750000,7
Chr5,39750000,39775000,2
Chr5,39775000,39800000,9
Chr5,39800000,39825000,5
Chr5,39825000,39850000,7
Chr5,39850000,39875000,6
Chr5,39875000,39900000,11
Chr5,39900000,39925000,7
Chr5,39925000,39950000,8
Chr5,39950000,39975000,8
Chr5,39975000,40000000,7
Chr5,40000000,40025000,6
Chr5,40025000,40050000,9
Chr5,40050000,40075000,10
Chr5,40075000,40100000,5
Chr5,40100000,40125000,7
Chr5,40125000,40150000,4
Chr5,40150000,40175000,10
Chr5,40175000,40200000,7
Chr5,40200000,40225000,11
Chr5,40225000,40250000,12
Chr5,40250000,40275000,6
Chr5,40275000,40300000,6
Chr5,40300000,40325000,4
Chr5,40325000,40350000,3
Chr5,40350000,40375000,9
Chr5,40375000,40400000,10
Chr5,40400000,40425000,5
Chr5,40425000,40450000,10
Chr5,40450000,40475000,12
Chr5,40475000,40500000,3
Chr5,40500000,40525000,4
Chr5,40525000,40550000,6
Chr5,40550000,40575000,9
Chr5,40575000,40600000,8
Chr5,40600000,40625000,8
Chr5,40625000,40650000,10
Chr5,40650000,40675000,9
Chr5,40675000,40700000,7
Chr5,40700000,40725000,8
Chr5,40725000,40750000,6
Chr5,40750000,40775000,8
Chr5,40775000,40800000,7
Chr5,40800000,40825000,7
Chr5,40825000,40850000,5
Chr5,40850000,40875000,10
Chr5,40875000,40900000,7
Chr5,40900000,40925000,5
Chr5,40925000,40950000,6
Chr5,40950000,40975000,14
Chr5,40975000,41000000,12
Chr5,41000000,41025000,3
Chr5,41025000,41050000,6
Chr5,41050000,41075000,9
Chr5,41075000,41100000,12
Chr5,41100000,41125000,9
Chr5,41125000,41150000,9
Chr5,41150000,41175000,10
Chr5,41175000,41200000,6
Chr5,41200000,41225000,29
Chr5,41225000,41250000,10
Chr5,41250000,41275000,5
Chr5,41275000,41276641,0
Chr6,0,25000,58
Chr6,25000,50000,21
Chr6,50000,75000,3
Chr6,75000,100000,7
Chr6,100000,125000,8
Chr6,125000,150000,8
Chr6,150000,175000,13
Chr6,175000,200000,9
Chr6,200000,225000,11
Chr6,225000,250000,6
Chr6,250000,275000,8
Chr6,275000,300000,10
Chr6,300000,325000,7
Chr6,325000,350000,9
Chr6,350000,375000,6
Chr6,375000,400000,5
Chr6,400000,425000,4
Chr6,425000,450000,8
Chr6,450000,475000,5
Chr6,475000,500000,15
Chr6,500000,525000,6
Chr6,525000,550000,11
Chr6,550000,575000,9
Chr6,575000,600000,5
Chr6,600000,625000,14
Chr6,625000,650000,9
Chr6,650000,675000,7
Chr6,675000,700000,5
Chr6,700000,725000,8
Chr6,725000,750000,5
Chr6,750000,775000,11
Chr6,775000,800000,6
Chr6,800000,825000,9
Chr6,825000,850000,7
Chr6,850000,875000,4
Chr6,875000,900000,6
Chr6,900000,925000,6
Chr6,925000,950000,8
Chr6,950000,975000,7
Chr6,975000,1000000,8
Chr6,1000000,1025000,12
Chr6,1025000,1050000,8
Chr6,1050000,1075000,5
Chr6,1075000,1100000,9
Chr6,1100000,1125000,10
Chr6,1125000,1150000,2
Chr6,1150000,1175000,9
Chr6,1175000,1200000,8
Chr6,1200000,1225000,5
Chr6,1225000,1250000,8
Chr6,1250000,1275000,9
Chr6,1275000,1300000,8
Chr6,1300000,1325000,9
Chr6,1325000,1350000,8
Chr6,1350000,1375000,7
Chr6,1375000,1400000,13
Chr6,1400000,1425000,11
Chr6,1425000,1450000,7
Chr6,1450000,1475000,6
Chr6,1475000,1500000,4
Chr6,1500000,1525000,8
Chr6,1525000,1550000,8
Chr6,1550000,1575000,10
Chr6,1575000,1600000,6
Chr6,1600000,1625000,6
Chr6,1625000,1650000,7
Chr6,1650000,1675000,8
Chr6,1675000,1700000,8
Chr6,1700000,1725000,9
Chr6,1725000,1750000,7
Chr6,1750000,1775000,7
Chr6,1775000,1800000,6
Chr6,1800000,1825000,9
Chr6,1825000,1850000,8
Chr6,1850000,1875000,7
Chr6,1875000,1900000,7
Chr6,1900000,1925000,8
Chr6,1925000,1950000,9
Chr6,1950000,1975000,8
Chr6,1975000,2000000,8
Chr6,2000000,2025000,14
Chr6,2025000,2050000,9
Chr6,2050000,2075000,6
Chr6,2075000,2100000,5
Chr6,2100000,2125000,7
Chr6,2125000,2150000,7
Chr6,2150000,2175000,8
Chr6,2175000,2200000,10
Chr6,2200000,2225000,8
Chr6,2225000,2250000,7
Chr6,2250000,2275000,13
Chr6,2275000,2300000,6
Chr6,2300000,2325000,7
Chr6,2325000,2350000,4
Chr6,2350000,2375000,9
Chr6,2375000,2400000,7
Chr6,2400000,2425000,7
Chr6,2425000,2450000,12
Chr6,2450000,2475000,11
Chr6,2475000,2500000,13
Chr6,2500000,2525000,9
Chr6,2525000,2550000,8
Chr6,2550000,2575000,6
Chr6,2575000,2600000,10
Chr6,2600000,2625000,6
Chr6,2625000,2650000,7
Chr6,2650000,2675000,5
Chr6,2675000,2700000,7
Chr6,2700000,2725000,6
Chr6,2725000,2750000,10
Chr6,2750000,2775000,11
Chr6,2775000,2800000,4
Chr6,2800000,2825000,5
Chr6,2825000,2850000,6
Chr6,2850000,2875000,4
Chr6,2875000,2900000,8
Chr6,2900000,2925000,6
Chr6,2925000,2950000,4
Chr6,2950000,2975000,6
Chr6,2975000,3000000,7
Chr6,3000000,3025000,8
Chr6,3025000,3050000,7
Chr6,3050000,3075000,7
Chr6,3075000,3100000,10
Chr6,3100000,3125000,11
Chr6,3125000,3150000,8
Chr6,3150000,3175000,8
Chr6,3175000,3200000,6
Chr6,3200000,3225000,10
Chr6,3225000,3250000,9
Chr6,3250000,3275000,7
Chr6,3275000,3300000,9
Chr6,3300000,3325000,6
Chr6,3325000,3350000,5
Chr6,3350000,3375000,11
Chr6,3375000,3400000,5
Chr6,3400000,3425000,7
Chr6,3425000,3450000,5
Chr6,3450000,3475000,10
Chr6,3475000,3500000,7
Chr6,3500000,3525000,11
Chr6,3525000,3550000,11
Chr6,3550000,3575000,7
Chr6,3575000,3600000,6
Chr6,3600000,3625000,12
Chr6,3625000,3650000,10
Chr6,3650000,3675000,7
Chr6,3675000,3700000,6
Chr6,3700000,3725000,9
Chr6,3725000,3750000,8
Chr6,3750000,3775000,3
Chr6,3775000,3800000,8
Chr6,3800000,3825000,5
Chr6,3825000,3850000,3
Chr6,3850000,3875000,8
Chr6,3875000,3900000,5
Chr6,3900000,3925000,4
Chr6,3925000,3950000,8
Chr6,3950000,3975000,9
Chr6,3975000,4000000,9
Chr6,4000000,4025000,8
Chr6,4025000,4050000,22
Chr6,4050000,4075000,7
Chr6,4075000,4100000,8
Chr6,4100000,4125000,9
Chr6,4125000,4150000,4
Chr6,4150000,4175000,5
Chr6,4175000,4200000,9
Chr6,4200000,4225000,9
Chr6,4225000,4250000,8
Chr6,4250000,4275000,4
Chr6,4275000,4300000,8
Chr6,4300000,4325000,8
Chr6,4325000,4350000,17
Chr6,4350000,4375000,6
Chr6,4375000,4400000,4
Chr6,4400000,4425000,8
Chr6,4425000,4450000,4
Chr6,4450000,4475000,6
Chr6,4475000,4500000,9
Chr6,4500000,4525000,7
Chr6,4525000,4550000,7
Chr6,4550000,4575000,6
Chr6,4575000,4600000,4
Chr6,4600000,4625000,7
Chr6,4625000,4650000,6
Chr6,4650000,4675000,4
Chr6,4675000,4700000,13
Chr6,4700000,4725000,5
Chr6,4725000,4750000,6
Chr6,4750000,4775000,8
Chr6,4775000,4800000,10
Chr6,4800000,4825000,4
Chr6,4825000,4850000,5
Chr6,4850000,4875000,9
Chr6,4875000,4900000,14
Chr6,4900000,4925000,9
Chr6,4925000,4950000,7
Chr6,4950000,4975000,8
Chr6,4975000,5000000,7
Chr6,5000000,5025000,7
Chr6,5025000,5050000,6
Chr6,5050000,5075000,9
Chr6,5075000,5100000,5
Chr6,5100000,5125000,4
Chr6,5125000,5150000,6
Chr6,5150000,5175000,9
Chr6,5175000,5200000,5
Chr6,5200000,5225000,6
Chr6,5225000,5250000,9
Chr6,5250000,5275000,7
Chr6,5275000,5300000,5
Chr6,5300000,5325000,9
Chr6,5325000,5350000,7
Chr6,5350000,5375000,5
Chr6,5375000,5400000,7
Chr6,5400000,5425000,3
Chr6,5425000,5450000,8
Chr6,5450000,5475000,8
Chr6,5475000,5500000,6
Chr6,5500000,5525000,8
Chr6,5525000,5550000,7
Chr6,5550000,5575000,8
Chr6,5575000,5600000,12
Chr6,5600000,5625000,5
Chr6,5625000,5650000,4
Chr6,5650000,5675000,9
Chr6,5675000,5700000,8
Chr6,5700000,5725000,6
Chr6,5725000,5750000,7
Chr6,5750000,5775000,10
Chr6,5775000,5800000,4
Chr6,5800000,5825000,4
Chr6,5825000,5850000,10
Chr6,5850000,5875000,7
Chr6,5875000,5900000,4
Chr6,5900000,5925000,7
Chr6,5925000,5950000,8
Chr6,5950000,5975000,7
Chr6,5975000,6000000,5
Chr6,6000000,6025000,7
Chr6,6025000,6050000,10
Chr6,6050000,6075000,5
Chr6,6075000,6100000,5
Chr6,6100000,6125000,8
Chr6,6125000,6150000,15
Chr6,6150000,6175000,10
Chr6,6175000,6200000,5
Chr6,6200000,6225000,8
Chr6,6225000,6250000,7
Chr6,6250000,6275000,7
Chr6,6275000,6300000,9
Chr6,6300000,6325000,8
Chr6,6325000,6350000,10
Chr6,6350000,6375000,6
Chr6,6375000,6400000,5
Chr6,6400000,6425000,6
Chr6,6425000,6450000,8
Chr6,6450000,6475000,4
Chr6,6475000,6500000,11
Chr6,6500000,6525000,18
Chr6,6525000,6550000,8
Chr6,6550000,6575000,8
Chr6,6575000,6600000,15
Chr6,6600000,6625000,8
Chr6,6625000,6650000,3
Chr6,6650000,6675000,17
Chr6,6675000,6700000,8
Chr6,6700000,6725000,9
Chr6,6725000,6750000,7
Chr6,6750000,6775000,12
Chr6,6775000,6800000,7
Chr6,6800000,6825000,5
Chr6,6825000,6850000,7
Chr6,6850000,6875000,9
Chr6,6875000,6900000,8
Chr6,6900000,6925000,6
Chr6,6925000,6950000,8
Chr6,6950000,6975000,5
Chr6,6975000,7000000,5
Chr6,7000000,7025000,6
Chr6,7025000,7050000,12
Chr6,7050000,7075000,9
Chr6,7075000,7100000,5
Chr6,7100000,7125000,7
Chr6,7125000,7150000,5
Chr6,7150000,7175000,10
Chr6,7175000,7200000,7
Chr6,7200000,7225000,7
Chr6,7225000,7250000,6
Chr6,7250000,7275000,7
Chr6,7275000,7300000,9
Chr6,7300000,7325000,9
Chr6,7325000,7350000,9
Chr6,7350000,7375000,9
Chr6,7375000,7400000,12
Chr6,7400000,7425000,7
Chr6,7425000,7450000,6
Chr6,7450000,7475000,7
Chr6,7475000,7500000,7
Chr6,7500000,7525000,7
Chr6,7525000,7550000,6
Chr6,7550000,7575000,5
Chr6,7575000,7600000,4
Chr6,7600000,7625000,5
Chr6,7625000,7650000,7
Chr6,7650000,7675000,7
Chr6,7675000,7700000,9
Chr6,7700000,7725000,12
Chr6,7725000,7750000,7
Chr6,7750000,7775000,5
Chr6,7775000,7800000,5
Chr6,7800000,7825000,6
Chr6,7825000,7850000,4
Chr6,7850000,7875000,9
Chr6,7875000,7900000,4
Chr6,7900000,7925000,11
Chr6,7925000,7950000,7
Chr6,7950000,7975000,7
Chr6,7975000,8000000,7
Chr6,8000000,8025000,10
Chr6,8025000,8050000,15
Chr6,8050000,8075000,10
Chr6,8075000,8100000,10
Chr6,8100000,8125000,5
Chr6,8125000,8150000,8
Chr6,8150000,8175000,10
Chr6,8175000,8200000,8
Chr6,8200000,8225000,9
Chr6,8225000,8250000,5
Chr6,8250000,8275000,11
Chr6,8275000,8300000,10
Chr6,8300000,8325000,6
Chr6,8325000,8350000,7
Chr6,8350000,8375000,5
Chr6,8375000,8400000,9
Chr6,8400000,8425000,8
Chr6,8425000,8450000,6
Chr6,8450000,8475000,12
Chr6,8475000,8500000,9
Chr6,8500000,8525000,12
Chr6,8525000,8550000,8
Chr6,8550000,8575000,12
Chr6,8575000,8600000,6
Chr6,8600000,8625000,7
Chr6,8625000,8650000,4
Chr6,8650000,8675000,12
Chr6,8675000,8700000,11
Chr6,8700000,8725000,6
Chr6,8725000,8750000,6
Chr6,8750000,8775000,5
Chr6,8775000,8800000,8
Chr6,8800000,8825000,12
Chr6,8825000,8850000,5
Chr6,8850000,8875000,7
Chr6,8875000,8900000,10
Chr6,8900000,8925000,6
Chr6,8925000,8950000,6
Chr6,8950000,8975000,5
Chr6,8975000,9000000,7
Chr6,9000000,9025000,10
Chr6,9025000,9050000,6
Chr6,9050000,9075000,8
Chr6,9075000,9100000,7
Chr6,9100000,9125000,12
Chr6,9125000,9150000,12
Chr6,9150000,9175000,7
Chr6,9175000,9200000,7
Chr6,9200000,9225000,6
Chr6,9225000,9250000,9
Chr6,9250000,9275000,9
Chr6,9275000,9300000,7
Chr6,9300000,9325000,6
Chr6,9325000,9350000,7
Chr6,9350000,9375000,14
Chr6,9375000,9400000,11
Chr6,9400000,9425000,20
Chr6,9425000,9450000,10
Chr6,9450000,9475000,7
Chr6,9475000,9500000,9
Chr6,9500000,9525000,8
Chr6,9525000,9550000,9
Chr6,9550000,9575000,5
Chr6,9575000,9600000,7
Chr6,9600000,9625000,5
Chr6,9625000,9650000,8
Chr6,9650000,9675000,11
Chr6,9675000,9700000,12
Chr6,9700000,9725000,6
Chr6,9725000,9750000,4
Chr6,9750000,9775000,10
Chr6,9775000,9800000,5
Chr6,9800000,9825000,2
Chr6,9825000,9850000,9
Chr6,9850000,9875000,13
Chr6,9875000,9900000,7
Chr6,9900000,9925000,5
Chr6,9925000,9950000,5
Chr6,9950000,9975000,13
Chr6,9975000,10000000,6
Chr6,10000000,10025000,8
Chr6,10025000,10050000,10
Chr6,10050000,10075000,6
Chr6,10075000,10100000,5
Chr6,10100000,10125000,8
Chr6,10125000,10150000,6
Chr6,10150000,10175000,10
Chr6,10175000,10200000,6
Chr6,10200000,10225000,6
Chr6,10225000,10250000,6
Chr6,10250000,10275000,7
Chr6,10275000,10300000,10
Chr6,10300000,10325000,7
Chr6,10325000,10350000,7
Chr6,10350000,10375000,8
Chr6,10375000,10400000,8
Chr6,10400000,10425000,6
Chr6,10425000,10450000,4
Chr6,10450000,10475000,6
Chr6,10475000,10500000,11
Chr6,10500000,10525000,4
Chr6,10525000,10550000,5
Chr6,10550000,10575000,5
Chr6,10575000,10600000,6
Chr6,10600000,10625000,8
Chr6,10625000,10650000,6
Chr6,10650000,10675000,9
Chr6,10675000,10700000,7
Chr6,10700000,10725000,9
Chr6,10725000,10750000,4
Chr6,10750000,10775000,11
Chr6,10775000,10800000,9
Chr6,10800000,10825000,9
Chr6,10825000,10850000,6
Chr6,10850000,10875000,8
Chr6,10875000,10900000,5
Chr6,10900000,10925000,8
Chr6,10925000,10950000,9
Chr6,10950000,10975000,4
Chr6,10975000,11000000,6
Chr6,11000000,11025000,9
Chr6,11025000,11050000,5
Chr6,11050000,11075000,13
Chr6,11075000,11100000,8
Chr6,11100000,11125000,9
Chr6,11125000,11150000,8
Chr6,11150000,11175000,8
Chr6,11175000,11200000,15
Chr6,11200000,11225000,8
Chr6,11225000,11250000,3
Chr6,11250000,11275000,8
Chr6,11275000,11300000,6
Chr6,11300000,11325000,8
Chr6,11325000,11350000,7
Chr6,11350000,11375000,8
Chr6,11375000,11400000,6
Chr6,11400000,11425000,8
Chr6,11425000,11450000,6
Chr6,11450000,11475000,7
Chr6,11475000,11500000,5
Chr6,11500000,11525000,6
Chr6,11525000,11550000,10
Chr6,11550000,11575000,11
Chr6,11575000,11600000,7
Chr6,11600000,11625000,4
Chr6,11625000,11650000,7
Chr6,11650000,11675000,7
Chr6,11675000,11700000,10
Chr6,11700000,11725000,11
Chr6,11725000,11750000,8
Chr6,11750000,11775000,7
Chr6,11775000,11800000,6
Chr6,11800000,11825000,11
Chr6,11825000,11850000,14
