chr,start,end,covilm
Chr1,39175000,39200000,31.7304
Chr1,39200000,39225000,25.8217
Chr1,39225000,39250000,26.5893
Chr1,39250000,39275000,28.5841
Chr1,39275000,39300000,25.6475
Chr1,39300000,39325000,29.1211
Chr1,39325000,39350000,26.6957
Chr1,39350000,39375000,26.1732
Chr1,39375000,39400000,26.4151
Chr1,39400000,39425000,26.4732
Chr1,39425000,39450000,27.1344
Chr1,39450000,39475000,24.7831
Chr1,39475000,39500000,25.2734
Chr1,39500000,39525000,22.9431
Chr1,39525000,39550000,24.1784
Chr1,39550000,39575000,24.3606
Chr1,39575000,39600000,24.7364
Chr1,39600000,39625000,22.6625
Chr1,39625000,39650000,25.8894
Chr1,39650000,39675000,25.2347
Chr1,39675000,39700000,27.3811
Chr1,39700000,39725000,26.7602
Chr1,39725000,39750000,26.5183
Chr1,39750000,39775000,24.0445
Chr1,39775000,39800000,30.7402
Chr1,39800000,39825000,25.82
Chr1,39825000,39850000,29.2356
Chr1,39850000,39875000,30.0403
Chr1,39875000,39900000,27.9923
Chr1,39900000,39925000,24.3106
Chr1,39925000,39950000,26.4232
Chr1,39950000,39975000,25.7959
Chr1,39975000,40000000,26.0877
Chr1,40000000,40025000,25.6298
Chr1,40025000,40050000,25.9765
Chr1,40050000,40075000,25.912
Chr1,40075000,40100000,25.3201
Chr1,40100000,40125000,24.6251
Chr1,40125000,40150000,24.8912
Chr1,40150000,40175000,26.399
Chr1,40175000,40200000,22.7157
Chr1,40200000,40225000,25.304
Chr1,40225000,40250000,22.9463
Chr1,40250000,40275000,25.3217
Chr1,40275000,40300000,24.0897
Chr1,40300000,40325000,26.6006
Chr1,40325000,40350000,29.1421
Chr1,40350000,40375000,27.4601
Chr1,40375000,40400000,26.3087
Chr1,40400000,40425000,27.731
Chr1,40425000,40450000,25.4346
Chr1,40450000,40475000,28.8744
Chr1,40475000,40500000,25.8313
Chr1,40500000,40525000,25.8862
Chr1,40525000,40550000,25.254
Chr1,40550000,40575000,26.0023
Chr1,40575000,40600000,25.9474
Chr1,40600000,40625000,26.5796
Chr1,40625000,40650000,25.5701
Chr1,40650000,40675000,25.3492
Chr1,40675000,40700000,27.0586
Chr1,40700000,40725000,28.5374
Chr1,40725000,40750000,29.0211
Chr1,40750000,40775000,28.3277
Chr1,40775000,40800000,26.5441
Chr1,40800000,40825000,27.3988
Chr1,40825000,40850000,26.0249
Chr1,40850000,40875000,25.3604
Chr1,40875000,40900000,23.6962
Chr1,40900000,40925000,24.1574
Chr1,40925000,40950000,25.9474
Chr1,40950000,40975000,26.657
Chr1,40975000,41000000,25.8184
Chr1,41000000,41025000,25.6733
Chr1,41025000,41075000,27.094
Chr1,41075000,41100000,18.8421
Chr1,41100000,41125000,28.5583
Chr1,41125000,41150000,29.6517
Chr1,41150000,41175000,26.4216
Chr1,41175000,41200000,27.702
Chr1,41200000,41225000,26.6183
Chr1,41225000,41250000,27.7842
Chr1,41250000,41275000,28.5196
Chr1,41275000,41300000,25.3588
Chr1,41300000,41325000,26.9989
Chr1,41325000,41350000,25.404
Chr1,41350000,41375000,25.3846
Chr1,41375000,41400000,28.2761
Chr1,41400000,41425000,26.7763
Chr1,41425000,41450000,26.5183
Chr1,41450000,41475000,27.5569
Chr1,41475000,41500000,26.4119
Chr1,41500000,41525000,25.9878
Chr1,41525000,41550000,27.6133
Chr1,41550000,41575000,27.7746
Chr1,41575000,41600000,26.7247
Chr1,41600000,41625000,27.9955
Chr1,41625000,41650000,28.6938
Chr1,41650000,41675000,24.7251
Chr1,41675000,41700000,27.7907
Chr1,41700000,41725000,26.7812
Chr1,41725000,41750000,28.4067
Chr1,41750000,41775000,28.4438
Chr1,41775000,41800000,28.9615
Chr1,41800000,41825000,28.9776
Chr1,41825000,41850000,28.6373
Chr1,41850000,41875000,27.4714
Chr1,41875000,41900000,28.1084
Chr1,41900000,41925000,25.4669
Chr1,41925000,41950000,28.9695
Chr1,41950000,41975000,29.4275
Chr1,41975000,42000000,27.8326
Chr1,42000000,42025000,27.5585
Chr1,42025000,42050000,27.0505
Chr1,42050000,42075000,27.0698
Chr1,42075000,42100000,44.1784
Chr1,42100000,42125000,48.0439
Chr1,42125000,42150000,31.6997
Chr1,42150000,42175000,20.4725
Chr1,42175000,42200000,17.7246
Chr1,42200000,42225000,20.1597
Chr1,42225000,42250000,41.9836
Chr1,42250000,42275000,22.856
Chr1,42275000,42300000,41.5014
Chr1,42300000,42325000,26.4232
Chr1,42325000,42350000,28.8373
Chr1,42350000,42375000,26.986
Chr1,42375000,42400000,26.4812
Chr1,42400000,42425000,31.1095
Chr1,42425000,42450000,30.1532
Chr1,42450000,42475000,28.8292
Chr1,42475000,42500000,23.4108
Chr1,42500000,42525000,25.2782
Chr1,42525000,42550000,25.1879
Chr1,42550000,42575000,26.5861
Chr1,42575000,42600000,23.7978
Chr1,42600000,42625000,34.4042
Chr1,42625000,42650000,21.8481
Chr1,42650000,42675000,30.5499
Chr1,42675000,42700000,25.8459
Chr1,42700000,42725000,41.4272
Chr1,42725000,42750000,22.0078
Chr1,42750000,42775000,32.4158
Chr1,42775000,42800000,35.3782
Chr1,42800000,42825000,30.3048
Chr1,42825000,42850000,34.7299
Chr1,42850000,42875000,32.5109
Chr1,42875000,42900000,31.6868
Chr1,42900000,42925000,17.7391
Chr1,42925000,42950000,47.0408
Chr1,42950000,42975000,32.5254
Chr1,42975000,43000000,41.0692
Chr1,43000000,43025000,36.6086
Chr1,43025000,43050000,39.8533
Chr1,43050000,43075000,41.8562
Chr1,43075000,43100000,42.7157
Chr1,43100000,43125000,25.6685
Chr1,43125000,43150000,12.0626
Chr1,43150000,43175000,7.08435
Chr1,43175000,43200000,7.19723
Chr1,43200000,43225000,6.57798
Chr1,43225000,43250000,5.67651
Chr1,43250000,43275000,8.3535
Chr1,43275000,43300000,6.69086
Chr1,43300000,43325000,5.49267
Chr1,43325000,43350000,7.10692
Chr1,43350000,43375000,6.13611
Chr1,43375000,43400000,10.4693
Chr1,43400000,43425000,13.6962
Chr1,43425000,43450000,10.2951
Chr1,43450000,43475000,7.98098
Chr1,43475000,43500000,17.273
Chr1,43500000,43525000,20.0016
Chr1,43525000,43550000,34.4138
Chr1,43550000,43575000,28.1519
Chr1,43575000,43600000,19.4098
Chr1,43600000,43625000,20.6467
Chr1,43625000,43650000,21.8417
Chr1,43650000,43675000,24.6815
Chr1,43675000,43700000,23.9768
Chr1,43700000,43725000,25.3508
Chr1,43725000,43750000,22.5931
Chr1,43750000,43775000,25.7217
Chr1,43775000,43800000,23.7349
Chr1,43800000,43825000,25.6604
Chr1,43825000,43850000,21.3143
Chr1,43850000,43875000,11.4901
Chr1,43875000,43900000,7.20046
Chr1,43900000,43925000,9.48074
Chr1,43925000,43950000,19.1518
Chr1,43950000,43975000,26.4716
Chr1,43975000,44000000,22.8915
Chr1,44000000,44025000,17.4795
Chr1,44025000,44050000,15.2895
Chr1,44050000,44075000,15.1959
Chr1,44075000,44100000,23.8768
Chr1,44100000,44125000,22.4125
Chr1,44125000,44150000,23.1753
Chr1,44150000,44175000,17.4504
Chr1,44175000,44200000,11.2014
Chr1,44200000,44225000,17.2037
Chr1,44225000,44250000,19.7936
Chr1,44250000,44275000,23.2753
Chr1,44275000,44300000,19.7355
Chr1,44300000,44325000,25.0444
Chr1,44325000,44350000,24.3509
Chr1,44350000,44375000,20.2758
Chr1,44375000,44400000,22.4964
Chr1,44400000,44425000,27.3085
Chr1,44425000,44450000,29.6839
Chr1,44450000,44475000,19.6678
Chr1,44475000,44500000,14.1719
Chr1,44500000,44525000,17.6649
Chr1,44525000,44550000,23.0882
Chr1,44550000,44575000,27.2521
Chr1,44575000,44600000,23.7155
Chr1,44600000,44625000,19.2582
Chr1,44625000,44650000,33.9139
Chr1,44650000,44675000,27.7359
Chr1,44675000,44700000,22.6754
Chr1,44700000,44725000,29.2695
Chr1,44725000,44750000,25.6959
Chr1,44750000,44775000,28.1697
Chr1,44775000,44800000,25.404
Chr1,44800000,44825000,23.5994
Chr1,44825000,44850000,25.4814
Chr1,44850000,44875000,26.8425
Chr1,44875000,44900000,25.2492
Chr1,44900000,44925000,25.4411
Chr1,44925000,44950000,26.8989
Chr1,44950000,44975000,24.7105
Chr1,44975000,45000000,28.002
Chr1,45000000,45025000,25.1411
Chr1,45025000,45050000,23.8849
Chr1,45050000,45075000,25.5588
Chr1,45075000,45100000,24.6154
Chr1,45100000,45125000,24.9734
Chr1,45125000,45150000,25.2443
Chr1,45150000,45175000,25.9023
Chr1,45175000,45200000,26.4538
Chr1,45200000,45225000,28.2019
Chr1,45225000,45250000,22.4657
Chr1,45250000,45275000,25.7813
Chr1,45275000,45300000,26.0684
Chr1,45300000,45325000,26.0668
Chr1,45325000,45350000,25.7297
Chr1,45350000,45375000,26.8747
Chr1,45375000,45400000,26.0619
Chr1,45400000,45425000,26.7634
Chr1,45425000,45450000,21.4433
Chr1,45450000,45475000,27.5746
Chr1,45475000,45500000,25.1379
Chr1,45500000,45525000,23.9913
Chr1,45525000,45550000,27.1795
Chr1,45550000,45575000,27.3021
Chr1,45575000,45600000,25.5362
Chr1,45600000,45625000,26.9618
Chr1,45625000,45650000,26.7554
Chr1,45650000,45675000,25.7572
Chr1,45675000,45700000,26.8925
Chr1,45700000,45725000,27.9342
Chr1,45725000,45750000,27.6262
Chr1,45750000,45775000,25.2298
Chr1,45775000,45800000,26.6731
Chr1,45800000,45825000,24.0026
Chr1,45825000,45850000,27.0279
Chr1,45850000,45875000,25.8862
Chr1,45875000,45900000,24.8202
Chr1,45900000,45925000,23.8833
Chr1,45925000,45950000,27.2795
Chr1,45950000,45975000,25.8362
Chr1,45975000,46000000,24.6138
Chr1,46000000,46025000,26.9473
Chr1,46025000,46050000,26.0926
Chr1,46050000,46075000,25.5024
Chr1,46075000,46100000,24.9218
Chr1,46100000,46125000,26.7441
Chr1,46125000,46150000,24.8121
Chr1,46150000,46175000,24.2203
Chr1,46175000,46200000,25.5685
Chr1,46200000,46225000,25.812
Chr1,46225000,46250000,26.728
Chr1,46250000,46275000,27.444
Chr1,46275000,46300000,27.4101
Chr1,46300000,46325000,26.0216
Chr1,46325000,46350000,25.9313
Chr1,46350000,46375000,25.4024
Chr1,46375000,46400000,24.7105
Chr1,46400000,46425000,24.0848
Chr1,46425000,46450000,23.9945
Chr1,46450000,46475000,22.5254
Chr1,46475000,46500000,24.0655
Chr1,46500000,46525000,23.5027
Chr1,46525000,46550000,24.3558
Chr1,46550000,46575000,27.5714
Chr1,46575000,46600000,26.0023
Chr1,46600000,46625000,27.2101
Chr1,46625000,46650000,26.6683
Chr1,46650000,46675000,26.1506
Chr1,46675000,46700000,23.5188
Chr1,46700000,46725000,21.3885
Chr1,46725000,46750000,21.1982
Chr1,46750000,46775000,23.0479
Chr1,46775000,46800000,28.8115
Chr1,46800000,46825000,23.4624
Chr1,46825000,46850000,27.6601
Chr1,46850000,46875000,26.4877
Chr1,46875000,46900000,27.4666
Chr1,46900000,46925000,28.2713
Chr1,46925000,46950000,26.191
Chr1,46950000,46975000,27.2505
Chr1,46975000,47000000,25.604
Chr1,47000000,47025000,27.8052
Chr1,47025000,47050000,25.3508
Chr1,47050000,47075000,27.3553
Chr1,47075000,47100000,25.5459
Chr1,47100000,47125000,26.2119
Chr1,47125000,47150000,26.3087
Chr1,47150000,47175000,26.499
Chr1,47175000,47200000,24.0977
Chr1,47200000,47225000,25.1153
Chr1,47225000,47250000,23.9913
Chr1,47250000,47275000,25.5814
Chr1,47275000,47300000,26.4232
Chr1,47300000,47325000,26.8344
Chr1,47325000,47350000,26.5232
Chr1,47350000,47375000,27.1327
Chr1,47375000,47400000,21.5304
Chr1,47400000,47425000,20.2709
Chr1,47425000,47450000,21.5611
Chr1,47450000,47475000,32.3996
Chr1,47475000,47500000,38.1116
Chr1,47500000,47525000,25.104
Chr1,47525000,47550000,27.4408
Chr1,47550000,47575000,27.681
Chr1,47575000,47600000,27.0102
Chr1,47600000,47625000,25.9587
Chr1,47625000,47650000,26.8941
Chr1,47650000,47675000,26.7215
Chr1,47675000,47700000,19.8662
Chr1,47700000,47725000,16.4441
Chr1,47725000,47750000,23.593
Chr1,47750000,47775000,24.7299
Chr1,47775000,47800000,27.1408
Chr1,47800000,47825000,25.5378
Chr1,47825000,47850000,24.6331
Chr1,47850000,47875000,22.0513
Chr1,47875000,47900000,25.8039
Chr1,47900000,47925000,23.4607
Chr1,47925000,47950000,24.6799
Chr1,47950000,47975000,27.9874
Chr1,47975000,48000000,24.8009
Chr1,48000000,48025000,27.6407
Chr1,48025000,48050000,26.7006
Chr1,48050000,48075000,22.7705
Chr1,48075000,48100000,24.1235
Chr1,48100000,48125000,26.6425
Chr1,48125000,48150000,27.9858
Chr1,48150000,48175000,24.7525
Chr1,48175000,48200000,25.0798
Chr1,48200000,48225000,22.2642
Chr1,48225000,48250000,24.967
Chr1,48250000,48275000,18.16
Chr1,48275000,48300000,23.0737
Chr1,48300000,48325000,27.1456
Chr1,48325000,48350000,24.559
Chr1,48350000,48375000,25.3991
Chr1,48375000,48400000,26.0216
Chr1,48400000,48425000,23.1431
Chr1,48425000,48450000,16.0877
Chr1,48450000,48475000,21.653
Chr1,48475000,48500000,20.2629
Chr1,48500000,48525000,26.299
Chr1,48525000,48550000,24.617
Chr1,48550000,48575000,23.7881
Chr1,48575000,48600000,25.7701
Chr1,48600000,48625000,25.6765
Chr1,48625000,48650000,24.8508
Chr1,48650000,48675000,24.13
Chr1,48675000,48700000,24.3735
Chr1,48700000,48725000,25.2314
Chr1,48725000,48750000,26.4232
Chr1,48750000,48775000,25.6507
Chr1,48775000,48800000,26.0539
Chr1,48800000,48825000,26.6441
Chr1,48825000,48850000,23.2834
Chr1,48850000,48875000,24.8186
Chr1,48875000,48900000,22.9737
Chr1,48900000,48925000,24.9831
Chr1,48925000,48950000,24.8347
Chr1,48950000,48975000,25.8781
Chr1,48975000,49000000,24.7299
Chr1,49000000,49025000,26.7602
Chr1,49025000,49050000,22.6851
Chr1,49050000,49075000,23.8752
Chr1,49075000,49100000,25.1782
Chr1,49100000,49125000,25.6427
Chr1,49125000,49150000,24.0236
Chr1,49150000,49175000,25.4782
Chr1,49175000,49200000,25.6652
Chr1,49200000,49225000,25.8088
Chr1,49225000,49250000,24.5315
Chr1,49250000,49275000,24.2735
Chr1,49275000,49300000,24.846
Chr1,49300000,49325000,23.3124
Chr1,49325000,49350000,24.4283
Chr1,49350000,49375000,25.9781
Chr1,49375000,49400000,23.3108
Chr1,49400000,49425000,24.7057
Chr1,49425000,49450000,25.9571
Chr1,49450000,49475000,27.2134
Chr1,49475000,49500000,26.6377
Chr1,49500000,49525000,26.249
Chr1,49525000,49550000,22.3254
Chr1,49550000,49575000,22.7512
Chr1,49575000,49600000,20.0548
Chr1,49600000,49625000,21.7255
Chr1,49625000,49650000,23.1447
Chr1,49650000,49675000,17.2376
Chr1,49675000,49700000,25.5588
Chr1,49700000,49725000,24.8702
Chr1,49725000,49750000,21.0466
Chr1,49750000,49775000,20.4628
Chr1,49775000,49800000,15.8829
Chr1,49800000,49825000,24.4299
Chr1,49825000,49850000,25.8088
Chr1,49850000,49875000,23.9736
Chr1,49875000,49900000,23.9978
Chr1,49900000,49925000,25.3234
Chr1,49925000,49950000,28.2616
Chr1,49950000,49975000,22.3964
Chr1,49975000,50000000,23.0576
Chr1,50000000,50025000,26.3603
Chr1,50025000,50050000,20.5709
Chr1,50050000,50075000,23.5607
Chr1,50075000,50100000,26.8102
Chr1,50100000,50125000,24.3493
Chr1,50125000,50150000,23.2592
Chr1,50150000,50175000,24.4187
Chr1,50175000,50200000,23.9945
Chr1,50200000,50225000,24.9299
Chr1,50225000,50250000,23.5607
Chr1,50250000,50275000,23.164
Chr1,50275000,50300000,19.0534
Chr1,50300000,50325000,21.1692
Chr1,50325000,50350000,24.4461
Chr1,50350000,50375000,22.3125
Chr1,50375000,50400000,22.9108
Chr1,50400000,50425000,21.9594
Chr1,50425000,50450000,24.3009
Chr1,50450000,50475000,25.4556
Chr1,50475000,50500000,23.414
Chr1,50500000,50525000,22.2077
Chr1,50525000,50550000,24.5573
Chr1,50550000,50575000,24.1268
Chr1,50575000,50600000,22.5931
Chr1,50600000,50625000,28.7196
Chr1,50625000,50650000,27.1618
Chr1,50650000,50675000,23.614
Chr1,50675000,50700000,24.488
Chr1,50700000,50725000,22.1352
Chr1,50725000,50750000,23.5059
Chr1,50750000,50775000,24.8186
Chr1,50775000,50800000,26.9795
Chr1,50800000,50825000,25.9684
Chr1,50825000,50850000,20.029
Chr1,50850000,50875000,23.9687
Chr1,50875000,50900000,23.2221
Chr1,50900000,50925000,24.1752
Chr1,50925000,50950000,22.3948
Chr1,50950000,50975000,26.07
Chr1,50975000,51000000,21.8997
Chr1,51000000,51025000,22.0013
Chr1,51025000,51050000,18.06
Chr1,51050000,51075000,15.583
Chr1,51075000,51100000,20.9676
Chr1,51100000,51125000,25.8829
Chr1,51125000,51150000,21.1063
Chr1,51150000,51175000,19.0615
Chr1,51175000,51200000,25.1605
Chr1,51200000,51225000,22.9866
Chr1,51225000,51250000,23.3559
Chr1,51250000,51275000,24.5832
Chr1,51275000,51300000,23.5075
Chr1,51300000,51325000,22.1964
Chr1,51325000,51350000,23.4349
Chr1,51350000,51375000,22.6173
Chr1,51375000,51400000,18.4196
Chr1,51400000,51425000,22.4706
Chr1,51425000,51450000,25.4201
Chr1,51450000,51475000,19.8775
Chr1,51475000,51500000,23.9268
Chr1,51500000,51525000,18.9986
Chr1,51525000,51550000,23.2382
Chr1,51550000,51575000,23.3317
Chr1,51575000,51600000,22.0013
Chr1,51600000,51625000,25.1508
Chr1,51625000,51650000,22.3045
Chr1,51650000,51675000,22.4464
Chr1,51675000,51700000,17.8133
Chr1,51700000,51725000,15.8991
Chr1,51725000,51750000,17.2827
Chr1,51750000,51775000,23.3204
Chr1,51775000,51800000,22.6431
Chr1,51800000,51825000,20.7402
Chr1,51825000,51850000,22.7738
Chr1,51850000,51875000,22.2561
Chr1,51875000,51900000,22.5028
Chr1,51900000,51925000,24.7283
Chr1,51925000,51950000,20.8966
Chr1,51950000,51975000,22.7576
Chr1,51975000,52000000,38.3148
Chr1,52000000,52025000,45.6685
Chr1,52025000,52050000,50.5887
Chr1,52050000,52075000,75.6008
Chr1,52075000,52100000,47.902
Chr1,52100000,52125000,36.8054
Chr1,52125000,52150000,48.9244
Chr1,52150000,52175000,29.4533
Chr1,52175000,52200000,49.4969
Chr1,52200000,52225000,29.2985
Chr1,52225000,52237485,12.0384
Chr2,0,25000,28.8051
Chr2,25000,50000,48.1003
Chr2,50000,75000,19.5178
Chr2,75000,100000,25.2476
Chr2,100000,125000,28.5696
Chr2,125000,150000,28.7873
Chr2,150000,175000,25.4685
Chr2,175000,200000,25.9539
Chr2,200000,225000,23.0898
Chr2,225000,250000,23.3317
Chr2,250000,275000,20.587
Chr2,275000,300000,24.3525
Chr2,300000,325000,16.5103
Chr2,325000,350000,24.28
Chr2,350000,375000,23.4349
Chr2,375000,400000,22.0448
Chr2,400000,425000,21.3272
Chr2,425000,450000,25.196
Chr2,450000,475000,23.0011
Chr2,475000,500000,26.9344
Chr2,500000,525000,24.8105
Chr2,525000,550000,25.1605
Chr2,550000,575000,23.056
Chr2,575000,600000,23.5236
Chr2,600000,625000,23.393
Chr2,625000,650000,24.6041
Chr2,650000,675000,26.9731
Chr2,675000,700000,19.4227
Chr2,700000,725000,15.6636
Chr2,725000,750000,19.8904
Chr2,750000,775000,19.5743
Chr2,775000,800000,24.6815
Chr2,800000,825000,20.3338
Chr2,825000,850000,17.0682
Chr2,850000,875000,16.7473
Chr2,875000,900000,15.4959
Chr2,900000,925000,17.6988
Chr2,925000,950000,31.7707
Chr2,950000,975000,26.6683
Chr2,975000,1000000,25.4524
Chr2,1000000,1025000,17.7697
Chr2,1025000,1050000,22.1206
Chr2,1050000,1075000,22.9125
Chr2,1075000,1100000,24.1155
Chr2,1100000,1125000,18.5115
Chr2,1125000,1150000,20.6773
Chr2,1150000,1175000,22.9899
Chr2,1175000,1200000,24.8492
Chr2,1200000,1225000,25.1331
Chr2,1225000,1250000,19.0711
Chr2,1250000,1275000,19.284
Chr2,1275000,1300000,23.2576
Chr2,1300000,1325000,23.1624
Chr2,1325000,1350000,19.5065
Chr2,1350000,1375000,22.0142
Chr2,1375000,1400000,21.2192
Chr2,1400000,1425000,27.2521
Chr2,1425000,1450000,17.2908
Chr2,1450000,1475000,25.1347
Chr2,1475000,1500000,17.9955
Chr2,1500000,1525000,19.6452
Chr2,1525000,1550000,20.2113
Chr2,1550000,1575000,17.8794
Chr2,1575000,1600000,29.7323
Chr2,1600000,1625000,25.8007
Chr2,1625000,1650000,21.8562
Chr2,1650000,1675000,16.0055
Chr2,1675000,1700000,14.438
Chr2,1700000,1725000,19.1163
Chr2,1725000,1750000,18.189
Chr2,1750000,1775000,24.6412
Chr2,1775000,1800000,27.8359
Chr2,1800000,1825000,27.8181
Chr2,1825000,1850000,27.9616
Chr2,1850000,1875000,25.204
Chr2,1875000,1900000,24.3622
Chr2,1900000,1925000,24.4574
Chr2,1925000,1950000,25.025
Chr2,1950000,1975000,24.1832
Chr2,1975000,2000000,21.474
Chr2,2000000,2025000,22.0658
Chr2,2025000,2050000,24.5751
Chr2,2050000,2075000,23.4108
Chr2,2075000,2100000,28.7357
Chr2,2100000,2125000,31.7159
Chr2,2125000,2150000,18.2713
Chr2,2150000,2175000,15.1492
Chr2,2175000,2200000,26.5296
Chr2,2200000,2225000,16.4312
Chr2,2225000,2250000,22.4851
Chr2,2250000,2275000,25.4604
Chr2,2275000,2300000,26.3651
Chr2,2300000,2325000,26.3458
Chr2,2325000,2350000,21.9578
Chr2,2350000,2375000,23.0124
Chr2,2375000,2400000,24.896
Chr2,2400000,2425000,21.8965
Chr2,2425000,2450000,20.7467
Chr2,2450000,2475000,21.7014
Chr2,2475000,2500000,19.5404
Chr2,2500000,2525000,22.469
Chr2,2525000,2550000,29.255
Chr2,2550000,2575000,20.8725
Chr2,2575000,2600000,24.1542
Chr2,2600000,2625000,23.3688
Chr2,2625000,2650000,22.3819
Chr2,2650000,2675000,15.4459
Chr2,2675000,2700000,26.8183
Chr2,2700000,2725000,25.8749
Chr2,2725000,2750000,30.0613
Chr2,2750000,2775000,30.9724
Chr2,2775000,2800000,29.8613
Chr2,2800000,2825000,19.5711
Chr2,2825000,2850000,27.6165
Chr2,2850000,2875000,24.4187
Chr2,2875000,2900000,27.0908
Chr2,2900000,2925000,25.7942
Chr2,2925000,2950000,33.5156
Chr2,2950000,2975000,26.2442
Chr2,2975000,3000000,22.8915
Chr2,3000000,3025000,26.4796
Chr2,3025000,3050000,23.5575
Chr2,3050000,3075000,25.5411
Chr2,3075000,3100000,26.449
Chr2,3100000,3125000,25.0718
Chr2,3125000,3150000,23.1882
Chr2,3150000,3175000,23.83
Chr2,3175000,3200000,26.4748
Chr2,3200000,3225000,24.0349
Chr2,3225000,3250000,27.0505
Chr2,3250000,3275000,23.9284
Chr2,3275000,3300000,22.1271
Chr2,3300000,3325000,28.439
Chr2,3325000,3350000,27.1279
Chr2,3350000,3375000,29.0711
Chr2,3375000,3400000,30.9096
Chr2,3400000,3425000,29.4824
Chr2,3425000,3450000,32.0029
Chr2,3450000,3475000,28.0358
Chr2,3475000,3500000,25.5314
Chr2,3500000,3525000,15.0734
Chr2,3525000,3550000,22.7125
Chr2,3550000,3575000,26.4974
Chr2,3575000,3600000,23.5752
Chr2,3600000,3625000,25.7717
Chr2,3625000,3650000,20.2597
Chr2,3650000,3675000,20.0161
Chr2,3675000,3700000,28.3406
Chr2,3700000,3725000,24.7734
Chr2,3725000,3750000,30.2306
Chr2,3750000,3775000,24.0994
Chr2,3775000,3800000,23.0269
Chr2,3800000,3825000,18.8292
Chr2,3825000,3850000,15.9394
Chr2,3850000,3875000,16.4199
Chr2,3875000,3900000,27.4166
Chr2,3900000,3925000,25.1331
Chr2,3925000,3950000,35.6201
Chr2,3950000,3975000,22.7334
Chr2,3975000,4000000,12.2803
Chr2,4000000,4025000,10.4822
Chr2,4025000,4050000,10.2742
Chr2,4050000,4075000,9.79843
Chr2,4075000,4100000,11.2756
Chr2,4100000,4125000,12.2222
Chr2,4125000,4150000,10.2854
Chr2,4150000,4175000,9.39204
Chr2,4175000,4200000,10.2274
Chr2,4200000,4225000,10.5838
Chr2,4225000,4250000,10.3903
Chr2,4250000,4275000,12.0384
Chr2,4275000,4300000,11.3917
Chr2,4300000,4325000,9.57911
Chr2,4325000,4350000,11.8304
Chr2,4350000,4375000,18.6664
Chr2,4375000,4400000,15.9878
Chr2,4400000,4425000,22.1174
Chr2,4425000,4450000,17.136
Chr2,4450000,4475000,23.4414
Chr2,4475000,4500000,16.6828
Chr2,4500000,4525000,14.9573
Chr2,4525000,4550000,27.1408
Chr2,4550000,4575000,30.042
Chr2,4575000,4600000,30.9628
Chr2,4600000,4625000,22.6109
Chr2,4625000,4650000,20.0403
Chr2,4650000,4675000,19.3372
Chr2,4675000,4700000,19.8194
Chr2,4700000,4725000,15.7055
Chr2,4725000,4750000,18.6631
Chr2,4750000,4775000,31.7256
Chr2,4775000,4800000,37.7939
Chr2,4800000,4825000,52.8157
Chr2,4825000,4850000,30.5709
Chr2,4850000,4875000,21.0515
Chr2,4875000,4900000,23.8478
Chr2,4900000,4925000,25.9894
Chr2,4925000,4950000,28.189
Chr2,4950000,4975000,30.7386
Chr2,4975000,5000000,33.6656
Chr2,5000000,5025000,25.3669
Chr2,5025000,5050000,17.2343
Chr2,5050000,5075000,15.4814
Chr2,5075000,5100000,20.2322
Chr2,5100000,5125000,29.3034
Chr2,5125000,5150000,22.1271
Chr2,5150000,5175000,29.4179
Chr2,5175000,5200000,32.5157
Chr2,5200000,5225000,24.9734
Chr2,5225000,5250000,25.6556
Chr2,5250000,5275000,27.2214
Chr2,5275000,5300000,27.4246
Chr2,5300000,5325000,28.6325
Chr2,5325000,5350000,25.791
Chr2,5350000,5375000,17.6262
Chr2,5375000,5400000,23.8107
Chr2,5400000,5425000,17.1214
Chr2,5425000,5450000,19.5678
Chr2,5450000,5475000,20.7451
Chr2,5475000,5500000,18.7792
Chr2,5500000,5525000,17.6101
Chr2,5525000,5550000,21.632
Chr2,5550000,5575000,20.1258
Chr2,5575000,5600000,20.408
Chr2,5600000,5625000,18.5212
Chr2,5625000,5650000,18.6148
Chr2,5650000,5675000,18.4954
Chr2,5675000,5700000,22.8528
Chr2,5700000,5725000,17.4182
Chr2,5725000,5750000,15.1701
Chr2,5750000,5775000,24.4025
Chr2,5775000,5800000,29.4743
Chr2,5800000,5825000,15.6604
Chr2,5825000,5850000,16.6086
Chr2,5850000,5875000,27.6246
Chr2,5875000,5900000,19.6291
Chr2,5900000,5925000,22.6609
Chr2,5925000,5950000,25.7668
Chr2,5950000,5975000,29.442
Chr2,5975000,6000000,27.6972
Chr2,6000000,6025000,18.7631
Chr2,6025000,6050000,21.174
Chr2,6050000,6075000,19.563
Chr2,6075000,6100000,22.1561
Chr2,6100000,6125000,22.6964
Chr2,6125000,6150000,17.5907
Chr2,6150000,6175000,25.0476
Chr2,6175000,6200000,28.7115
Chr2,6200000,6225000,32.2964
Chr2,6225000,6250000,21.1176
Chr2,6250000,6275000,15.7862
Chr2,6275000,6300000,14.6509
Chr2,6300000,6325000,20.2613
Chr2,6325000,6350000,26.6264
Chr2,6350000,6375000,25.2621
Chr2,6375000,6400000,28.7647
Chr2,6400000,6425000,21.5691
Chr2,6425000,6450000,22.8302
Chr2,6450000,6475000,25.5717
Chr2,6475000,6500000,22.4174
Chr2,6500000,6525000,26.5667
Chr2,6525000,6550000,22.398
Chr2,6550000,6575000,25.4104
